BehaviorID,CustomerID,ProductID,Timestamp,ClickSource,PageModule,ActionType,DwellTimeSeconds,DwellTimeCategory
7989,1490,9339,2024-07-31 02:37:35.450483,cart,comments,purchase,42,t3
7990,3022,864,2024-07-20 10:22:35.450483,home,bottom,view,90,t4
7991,2856,6555,2024-08-07 22:28:35.450483,sale,comments,add_to_cart,129,t5
7992,4393,9932,2024-07-20 01:05:35.450483,sale,comments,add_to_cart,236,t5
7993,4526,9636,2024-07-15 03:12:35.450483,category,bottom,view,245,t5
7994,2201,8092,2024-08-07 01:19:35.450483,sale,comments,purchase,249,t5
7995,1170,5200,2024-07-29 22:51:35.450483,search,bottom,add_to_cart,269,t5
7996,1530,9686,2024-08-09 12:48:35.450483,sale,,add_to_cart,163,t5
7997,2678,2284,2024-07-22 17:54:35.450483,search,,purchase,230,t5
7998,2188,7282,2024-07-23 07:58:35.450483,category,comments,view,195,t5
7999,1436,3139,2024-07-22 17:53:35.450483,category,specification,purchase,18,t2
8000,3167,2748,2024-07-19 06:35:35.450483,search,bottom,purchase,52,t3
8001,661,1155,2024-07-24 22:00:35.450483,sale,bottom,view,277,t5
8002,4394,7377,2024-07-15 01:26:35.450483,sale,specification,add_to_cart,46,t3
8003,582,1559,2024-07-31 10:56:35.450483,category,comments,add_to_cart,153,t5
8004,559,1957,2024-07-19 10:20:35.450483,home,,view,77,t4
8005,1269,6354,2024-07-23 04:59:35.450483,home,specification,add_to_cart,252,t5
8006,193,9511,2024-07-18 05:35:35.450483,sale,bottom,add_to_cart,72,t4
8007,930,5307,2024-07-24 13:19:35.450483,cart,specification,view,55,t3
8008,2947,7597,2024-07-15 11:59:35.450483,category,specification,add_to_cart,249,t5
8009,475,7130,2024-07-27 23:11:35.450483,cart,specification,add_to_cart,164,t5
8010,979,9669,2024-08-11 02:19:35.450483,home,bottom,view,137,t5
8011,805,221,2024-08-03 18:35:35.450483,search,comments,purchase,182,t5
8012,4661,2650,2024-08-08 15:55:35.450483,search,comments,view,125,t5
8013,874,4855,2024-07-15 22:42:35.450483,cart,bottom,view,258,t5
8014,3638,3891,2024-07-21 13:13:35.450483,cart,,view,190,t5
8015,3084,8467,2024-07-19 19:34:35.450483,home,specification,add_to_cart,230,t5
8016,979,6313,2024-07-23 22:07:35.450483,search,specification,add_to_cart,17,t2
8017,3890,7044,2024-07-21 08:05:35.450483,search,bottom,view,157,t5
8018,3924,4840,2024-07-31 04:58:35.450483,search,comments,add_to_cart,264,t5
8019,3869,5926,2024-07-21 03:18:35.450483,home,comments,add_to_cart,125,t5
8020,1936,987,2024-08-01 11:50:35.450483,home,specification,purchase,141,t5
8021,857,3014,2024-07-15 07:14:35.450483,search,,purchase,120,t4
8022,1947,6440,2024-08-02 09:13:35.450483,cart,,view,24,t2
8023,3670,8877,2024-08-06 17:42:35.450483,category,comments,purchase,238,t5
8024,3676,2936,2024-08-04 07:52:35.450483,sale,,add_to_cart,89,t4
8025,4399,6884,2024-07-24 22:10:35.450483,category,comments,add_to_cart,300,t5
8026,1231,3296,2024-07-14 23:45:35.450483,home,,purchase,121,t5
8027,2626,1085,2024-08-08 04:18:35.450483,cart,comments,add_to_cart,10,t2
8028,4466,8547,2024-08-10 15:38:35.450483,home,,purchase,14,t2
8029,4889,8437,2024-08-03 18:04:35.450483,home,bottom,purchase,192,t5
8030,3496,9343,2024-07-21 20:56:35.450483,cart,,purchase,20,t2
8031,2917,1933,2024-07-23 13:05:35.450483,sale,specification,add_to_cart,208,t5
8032,2037,5239,2024-07-20 12:01:35.450483,home,bottom,add_to_cart,254,t5
8033,3605,5108,2024-08-01 18:38:35.450483,cart,comments,add_to_cart,17,t2
8034,1561,9685,2024-07-31 18:21:35.450483,category,comments,view,177,t5
8035,1293,2875,2024-07-13 06:09:35.450483,search,specification,add_to_cart,149,t5
8036,3609,8983,2024-07-22 23:33:35.450483,cart,bottom,add_to_cart,6,t1
8037,2283,545,2024-07-22 01:57:35.450483,category,,add_to_cart,63,t4
8038,4163,1750,2024-07-19 15:30:35.450483,cart,bottom,view,94,t4
8039,2074,6705,2024-08-01 08:32:35.451480,search,bottom,purchase,292,t5
8040,941,416,2024-08-09 17:11:35.451480,category,comments,purchase,13,t2
8041,4699,526,2024-07-20 12:31:35.451480,search,comments,view,100,t4
8042,2371,776,2024-07-23 09:06:35.451480,cart,comments,purchase,22,t2
8043,3795,4197,2024-07-23 11:50:35.451480,search,,add_to_cart,126,t5
8044,2908,2961,2024-07-20 02:20:35.451480,search,specification,add_to_cart,91,t4
8045,1996,3038,2024-07-25 06:52:35.451480,category,comments,view,196,t5
8046,2920,301,2024-07-31 14:29:35.451480,cart,specification,view,94,t4
8047,3372,7159,2024-07-12 08:09:35.451480,category,,purchase,88,t4
8048,16,6139,2024-07-12 16:03:35.451480,sale,bottom,view,286,t5
8049,1906,6649,2024-08-02 03:58:35.451480,category,specification,purchase,145,t5
8050,580,410,2024-07-16 08:27:35.451480,category,bottom,add_to_cart,184,t5
8051,1673,2622,2024-07-27 17:52:35.451480,cart,bottom,purchase,145,t5
8052,4835,4910,2024-07-22 01:41:35.451480,cart,bottom,view,277,t5
8053,1592,469,2024-08-10 21:32:35.451480,category,comments,view,154,t5
8054,3294,8894,2024-08-06 08:43:35.451480,sale,specification,purchase,265,t5
8055,3899,6299,2024-07-20 08:28:35.451480,category,specification,purchase,113,t4
8056,4324,6475,2024-07-18 19:00:35.451480,search,,view,100,t4
8057,4563,4296,2024-07-30 08:00:35.451480,sale,,purchase,141,t5
8058,516,4446,2024-07-19 23:34:35.451480,search,comments,add_to_cart,11,t2
8059,3156,2622,2024-08-10 05:00:35.451480,search,bottom,purchase,107,t4
8060,402,6349,2024-07-20 16:13:35.451480,sale,,purchase,293,t5
8061,4119,2095,2024-08-03 05:28:35.451480,search,bottom,add_to_cart,192,t5
8062,1470,8526,2024-07-20 02:34:35.451480,category,comments,add_to_cart,171,t5
8063,4601,3666,2024-07-20 12:06:35.451480,home,specification,add_to_cart,147,t5
8064,843,4872,2024-08-09 09:42:35.451480,cart,,purchase,256,t5
8065,4705,2807,2024-07-22 06:44:35.451480,cart,specification,add_to_cart,65,t4
8066,3412,9290,2024-08-05 22:19:35.451480,sale,bottom,view,282,t5
8067,3254,9511,2024-07-12 09:18:35.451480,sale,bottom,add_to_cart,220,t5
8068,1452,8739,2024-07-28 16:10:35.451480,search,comments,add_to_cart,214,t5
8069,890,5433,2024-07-28 23:28:35.451480,sale,specification,view,207,t5
8070,3022,5757,2024-08-05 23:45:35.451480,home,bottom,purchase,61,t4
8071,1778,2375,2024-07-26 02:41:35.451480,sale,specification,purchase,142,t5
8072,4870,9923,2024-07-14 11:07:35.451480,sale,comments,view,122,t5
8073,2793,7567,2024-07-27 12:57:35.451480,cart,comments,add_to_cart,52,t3
8074,4862,6518,2024-07-11 17:07:35.451480,cart,comments,view,269,t5
8075,3962,9093,2024-08-05 11:43:35.451480,search,,add_to_cart,281,t5
8076,3375,9744,2024-08-06 04:06:35.451480,cart,,purchase,202,t5
8077,3412,57,2024-07-14 23:40:35.451480,home,bottom,purchase,108,t4
8078,3893,995,2024-07-25 10:21:35.451480,search,bottom,add_to_cart,17,t2
8079,2717,493,2024-07-20 11:35:35.451480,search,specification,add_to_cart,203,t5
8080,4561,1409,2024-07-18 16:59:35.451480,home,,purchase,223,t5
8081,4672,8837,2024-08-02 23:20:35.451480,cart,specification,add_to_cart,57,t3
8082,3621,4112,2024-07-21 01:48:35.451480,sale,,add_to_cart,220,t5
8083,852,2100,2024-07-14 03:54:35.451480,sale,comments,add_to_cart,144,t5
8084,3647,2394,2024-07-29 09:57:35.451480,category,comments,add_to_cart,162,t5
8085,266,5755,2024-08-08 11:11:35.451480,search,comments,view,53,t3
8086,4355,7451,2024-07-17 04:09:35.451480,home,bottom,view,181,t5
8087,2868,6078,2024-07-13 00:25:35.451480,search,specification,view,36,t3
8088,2963,8383,2024-07-16 14:14:35.451480,home,,view,29,t3
8089,722,9295,2024-08-10 22:44:35.451480,category,comments,purchase,10,t2
8090,3653,3682,2024-07-19 14:54:35.451480,cart,specification,purchase,141,t5
8091,1933,5577,2024-07-14 18:57:35.451480,sale,specification,add_to_cart,229,t5
8092,794,1279,2024-08-02 05:36:35.451480,home,bottom,add_to_cart,266,t5
8093,4066,8543,2024-07-17 09:19:35.451480,cart,bottom,view,77,t4
8094,4957,1235,2024-07-25 14:42:35.451480,search,,purchase,5,t1
8095,1918,5925,2024-07-27 00:53:35.451480,sale,,add_to_cart,121,t5
8096,2832,4947,2024-07-22 21:08:35.451480,sale,specification,add_to_cart,246,t5
8097,1784,2131,2024-07-22 08:30:35.451480,category,specification,view,206,t5
8098,4820,3497,2024-07-24 20:37:35.451480,category,comments,add_to_cart,103,t4
8099,560,8061,2024-08-09 13:16:35.451480,cart,specification,add_to_cart,245,t5
8100,4041,9187,2024-07-16 03:40:35.451480,search,bottom,view,84,t4
8101,2425,608,2024-08-01 11:55:35.451480,category,,add_to_cart,134,t5
8102,1205,1379,2024-07-18 10:07:35.451480,cart,specification,view,99,t4
8103,1330,4980,2024-07-16 11:10:35.451480,search,,purchase,36,t3
8104,2328,2948,2024-07-16 13:45:35.451480,category,comments,view,151,t5
8105,2140,7958,2024-07-30 01:41:35.451480,home,,view,19,t2
8106,4350,4129,2024-07-17 05:13:35.451480,search,comments,purchase,15,t2
8107,3802,7065,2024-07-17 00:03:35.451480,category,bottom,add_to_cart,38,t3
8108,1013,7450,2024-08-01 03:12:35.451480,category,specification,add_to_cart,52,t3
8109,2153,6085,2024-07-22 23:36:35.451480,cart,comments,view,129,t5
8110,1276,3991,2024-07-31 09:16:35.451480,home,,add_to_cart,69,t4
8111,4189,7702,2024-07-18 05:46:35.451480,cart,comments,purchase,141,t5
8112,3823,4404,2024-08-11 09:32:35.451480,home,specification,purchase,96,t4
8113,2725,7599,2024-07-15 13:57:35.451480,search,,add_to_cart,199,t5
8114,205,5180,2024-07-24 04:17:35.451480,category,,purchase,36,t3
8115,3259,6908,2024-08-02 04:39:35.451480,home,bottom,add_to_cart,155,t5
8116,2207,8314,2024-07-22 21:08:35.451480,category,specification,purchase,86,t4
8117,829,2683,2024-08-05 13:35:35.451480,home,specification,purchase,159,t5
8118,2439,6925,2024-07-13 05:22:35.451480,sale,comments,add_to_cart,100,t4
8119,3134,9239,2024-07-29 06:46:35.451480,home,comments,view,147,t5
8120,1542,4376,2024-07-11 22:21:35.451480,category,,view,76,t4
8121,1907,465,2024-08-09 15:48:35.451480,sale,bottom,purchase,218,t5
8122,2504,4971,2024-08-01 22:46:35.451480,search,bottom,view,241,t5
8123,2726,246,2024-07-24 19:07:35.451480,sale,,view,42,t3
8124,3563,1573,2024-07-31 18:18:35.451480,home,bottom,view,190,t5
8125,851,3569,2024-08-10 07:49:35.451480,sale,specification,view,136,t5
8126,1325,4265,2024-07-13 05:14:35.451480,sale,specification,add_to_cart,108,t4
8127,1489,1820,2024-07-23 02:15:35.451480,category,comments,add_to_cart,176,t5
8128,190,5615,2024-07-21 08:43:35.451480,home,specification,add_to_cart,134,t5
8129,4438,3066,2024-07-28 15:22:35.451480,category,comments,purchase,96,t4
8130,937,4167,2024-07-14 08:15:35.451480,category,bottom,purchase,278,t5
8131,1676,3749,2024-07-24 23:12:35.451480,category,specification,view,174,t5
8132,3063,5078,2024-07-15 19:36:35.451480,sale,specification,purchase,180,t5
8133,1400,5734,2024-07-25 04:13:35.451480,cart,,add_to_cart,170,t5
8134,3533,589,2024-08-10 04:15:35.451480,search,bottom,view,273,t5
8135,4811,7597,2024-07-16 22:19:35.451480,search,specification,view,86,t4
8136,3942,6561,2024-08-07 09:02:35.451480,search,,add_to_cart,213,t5
8137,825,7448,2024-07-12 15:04:35.451480,sale,comments,view,264,t5
8138,1605,670,2024-07-12 02:31:35.451480,category,,view,5,t1
8139,228,2406,2024-07-27 02:54:35.451480,cart,comments,view,241,t5
8140,272,5742,2024-07-18 08:39:35.451480,cart,specification,purchase,82,t4
8141,4033,9374,2024-08-03 01:35:35.451480,cart,specification,purchase,195,t5
8142,4470,1515,2024-08-01 10:16:35.451480,home,specification,view,297,t5
8143,3979,8991,2024-07-14 10:27:35.451480,category,specification,purchase,156,t5
8144,4290,1915,2024-08-10 09:13:35.451480,category,bottom,view,163,t5
8145,3328,3640,2024-07-13 18:17:35.451480,cart,comments,add_to_cart,105,t4
8146,2541,4760,2024-07-21 09:21:35.451480,search,bottom,view,284,t5
8147,3215,8318,2024-07-16 16:06:35.451480,cart,comments,purchase,172,t5
8148,2293,3130,2024-08-07 01:19:35.451480,search,comments,add_to_cart,201,t5
8149,3290,3044,2024-08-11 08:06:35.451480,category,specification,add_to_cart,246,t5
8150,4690,1143,2024-07-29 08:19:35.451480,category,specification,add_to_cart,193,t5
8151,1644,5612,2024-07-31 02:47:35.451480,search,specification,view,9,t1
8152,2245,2896,2024-08-03 03:01:35.451480,cart,,add_to_cart,19,t2
8153,2152,8720,2024-07-31 02:36:35.451480,sale,bottom,view,251,t5
8154,1450,5514,2024-08-09 05:48:35.451480,sale,,purchase,144,t5
8155,4499,3080,2024-08-10 07:58:35.451480,home,,view,99,t4
8156,4,5414,2024-07-21 01:23:35.451480,category,bottom,add_to_cart,65,t4
8157,944,5139,2024-07-18 14:37:35.451480,search,bottom,view,244,t5
8158,1444,6866,2024-07-28 01:33:35.451480,category,,view,8,t1
8159,4126,7396,2024-08-06 22:34:35.451480,cart,bottom,add_to_cart,14,t2
8160,3177,8190,2024-08-03 10:03:35.452478,search,,view,198,t5
8161,1447,1199,2024-08-10 02:20:35.452478,cart,,purchase,34,t3
8162,1916,8786,2024-07-20 18:23:35.452478,cart,bottom,add_to_cart,52,t3
8163,3412,5878,2024-07-12 15:19:35.452478,home,specification,view,37,t3
8164,214,5938,2024-08-10 09:51:35.452478,search,comments,purchase,275,t5
8165,1692,634,2024-08-11 02:31:35.452478,sale,comments,view,19,t2
8166,4457,3955,2024-07-24 20:05:35.452478,home,,add_to_cart,297,t5
8167,1392,9437,2024-07-27 21:14:35.452478,sale,bottom,view,266,t5
8168,1157,4991,2024-08-01 03:00:35.452478,cart,comments,view,289,t5
8169,4791,6760,2024-07-28 19:30:35.452478,category,specification,add_to_cart,275,t5
8170,132,2471,2024-07-19 19:53:35.452478,search,,view,152,t5
8171,4374,3463,2024-08-10 12:44:35.452478,search,bottom,purchase,203,t5
8172,2162,4226,2024-08-04 01:34:35.452478,sale,,purchase,155,t5
8173,4186,2711,2024-07-17 08:50:35.452478,home,specification,add_to_cart,280,t5
8174,2517,1889,2024-07-16 19:58:35.452478,home,specification,add_to_cart,54,t3
8175,4996,4876,2024-08-03 06:43:35.452478,category,specification,view,227,t5
8176,395,3526,2024-07-28 18:01:35.452478,search,specification,view,230,t5
8177,2369,5935,2024-07-13 14:24:35.452478,cart,comments,add_to_cart,16,t2
8178,4914,6421,2024-07-24 15:35:35.452478,home,specification,add_to_cart,184,t5
8179,1339,212,2024-07-28 01:31:35.452478,home,,add_to_cart,68,t4
8180,4741,2270,2024-08-11 04:22:35.452478,category,,purchase,157,t5
8181,4129,1508,2024-07-30 17:04:35.452478,category,,purchase,276,t5
8182,1451,9367,2024-07-26 15:25:35.452478,category,bottom,view,57,t3
8183,1053,7979,2024-07-20 02:34:35.452478,home,comments,view,131,t5
8184,2067,2616,2024-08-06 14:20:35.452478,cart,bottom,add_to_cart,127,t5
8185,3134,2524,2024-07-16 16:36:35.452478,sale,specification,purchase,10,t2
8186,2946,1422,2024-08-03 22:26:35.452478,category,bottom,add_to_cart,286,t5
8187,2770,9372,2024-07-27 12:53:35.452478,search,,add_to_cart,56,t3
8188,2466,3591,2024-08-10 15:45:35.452478,category,comments,purchase,43,t3
8189,1656,2427,2024-08-03 01:50:35.452478,cart,bottom,purchase,108,t4
8190,1889,3731,2024-08-06 22:42:35.452478,cart,comments,view,298,t5
8191,2541,2526,2024-07-14 06:53:35.452478,sale,bottom,purchase,113,t4
8192,1154,6302,2024-07-16 05:54:35.452478,home,comments,purchase,171,t5
8193,3468,3360,2024-08-07 18:41:35.452478,search,comments,add_to_cart,15,t2
8194,3857,4977,2024-07-13 00:16:35.452478,home,bottom,purchase,78,t4
8195,653,2960,2024-08-08 17:04:35.452478,cart,bottom,purchase,39,t3
8196,1818,3439,2024-07-22 20:43:35.452478,home,specification,purchase,78,t4
8197,793,4151,2024-07-27 23:13:35.452478,cart,specification,purchase,80,t4
8198,3487,8047,2024-08-01 19:51:35.452478,sale,bottom,purchase,131,t5
8199,1333,422,2024-07-27 17:40:35.452478,cart,specification,add_to_cart,133,t5
8200,4753,450,2024-08-06 15:49:35.452478,home,bottom,add_to_cart,241,t5
8201,2049,7047,2024-07-24 11:49:35.452478,home,,add_to_cart,249,t5
8202,3967,5321,2024-08-08 07:31:35.452478,search,,purchase,1,t1
8203,2580,7847,2024-08-06 06:09:35.452478,cart,bottom,purchase,93,t4
8204,111,9397,2024-07-25 15:47:35.452478,sale,,view,207,t5
8205,3706,7951,2024-07-20 14:50:35.452478,home,comments,purchase,264,t5
8206,2360,1480,2024-07-19 15:57:35.452478,cart,comments,purchase,186,t5
8207,4111,4167,2024-07-21 15:51:35.452478,cart,comments,view,218,t5
8208,264,4308,2024-07-27 01:11:35.452478,sale,comments,view,180,t5
8209,1217,3517,2024-07-23 03:30:35.452478,sale,,purchase,22,t2
8210,4892,1213,2024-08-03 13:40:35.452478,search,comments,purchase,165,t5
8211,2089,8763,2024-07-21 03:46:35.452478,sale,,add_to_cart,289,t5
8212,2825,3992,2024-08-04 14:39:35.452478,category,comments,add_to_cart,277,t5
8213,4215,4743,2024-08-06 06:23:35.452478,category,comments,add_to_cart,31,t3
8214,1205,4920,2024-07-30 04:21:35.452478,sale,specification,add_to_cart,19,t2
8215,2537,1658,2024-08-10 03:49:35.452478,cart,bottom,view,1,t1
8216,813,5581,2024-08-08 10:47:35.452478,search,,purchase,145,t5
8217,2133,1517,2024-08-07 07:03:35.452478,category,bottom,view,214,t5
8218,3970,8765,2024-07-16 15:47:35.452478,search,specification,view,297,t5
8219,2562,1527,2024-07-30 02:04:35.452478,category,comments,purchase,258,t5
8220,3358,6429,2024-07-25 09:57:35.452478,search,bottom,purchase,88,t4
8221,349,3140,2024-07-12 14:04:35.452478,search,,add_to_cart,140,t5
8222,2236,3449,2024-08-11 09:29:35.452478,search,bottom,view,258,t5
8223,2310,1859,2024-08-03 21:07:35.452478,category,bottom,add_to_cart,239,t5
8224,782,2930,2024-07-30 17:46:35.452478,category,,purchase,165,t5
8225,3697,9810,2024-07-13 11:09:35.452478,category,bottom,purchase,72,t4
8226,3429,8427,2024-07-18 15:08:35.452478,search,comments,view,275,t5
8227,1783,8928,2024-07-12 02:36:35.452478,home,bottom,add_to_cart,51,t3
8228,3964,3849,2024-08-06 21:31:35.452478,cart,comments,purchase,183,t5
8229,2752,3713,2024-08-09 22:07:35.452478,sale,specification,purchase,286,t5
8230,1728,2264,2024-07-20 19:16:35.452478,search,bottom,purchase,257,t5
8231,3387,1683,2024-08-10 08:39:35.452478,sale,,purchase,231,t5
8232,1192,2702,2024-08-06 15:49:35.452478,home,,purchase,28,t3
8233,408,5344,2024-08-11 03:51:35.452478,sale,bottom,view,110,t4
8234,4376,6401,2024-07-21 12:18:35.452478,cart,specification,add_to_cart,4,t1
8235,2613,9533,2024-08-10 17:36:35.452478,category,bottom,add_to_cart,87,t4
8236,342,8941,2024-08-08 13:18:35.452478,search,bottom,view,253,t5
8237,3792,5303,2024-07-17 16:12:35.452478,category,bottom,purchase,221,t5
8238,1147,8332,2024-07-20 10:42:35.452478,cart,specification,add_to_cart,89,t4
8239,2055,8465,2024-08-02 19:49:35.452478,sale,comments,view,226,t5
8240,269,5229,2024-07-25 17:39:35.452478,search,specification,add_to_cart,114,t4
8241,2591,6281,2024-08-06 20:35:35.452478,home,comments,add_to_cart,181,t5
8242,3628,6236,2024-07-26 10:54:35.452478,home,,purchase,21,t2
8243,2751,3127,2024-07-27 13:57:35.452478,home,specification,add_to_cart,236,t5
8244,1502,4463,2024-08-08 03:16:35.452478,home,,add_to_cart,187,t5
8245,24,705,2024-08-09 11:03:35.452478,sale,,add_to_cart,196,t5
8246,3680,494,2024-07-30 06:04:35.452478,category,comments,purchase,197,t5
8247,2719,4884,2024-07-23 11:09:35.452478,home,specification,purchase,125,t5
8248,1172,9119,2024-07-29 13:14:35.452478,category,,view,288,t5
8249,867,9083,2024-07-28 19:46:35.452478,category,comments,add_to_cart,67,t4
8250,3471,4401,2024-07-18 15:34:35.452478,search,bottom,view,138,t5
8251,2903,6308,2024-08-10 09:19:35.452478,cart,bottom,add_to_cart,34,t3
8252,56,4354,2024-07-26 12:52:35.452478,home,bottom,view,209,t5
8253,338,8149,2024-07-18 17:36:35.452478,sale,,purchase,91,t4
8254,4431,3543,2024-07-18 23:06:35.452478,category,comments,add_to_cart,35,t3
8255,1534,9321,2024-07-28 02:10:35.452478,sale,specification,add_to_cart,224,t5
8256,1401,1846,2024-07-16 14:42:35.452478,sale,bottom,purchase,137,t5
8257,270,5422,2024-08-08 03:47:35.452478,category,bottom,view,80,t4
8258,1325,4979,2024-07-14 07:58:35.452478,category,bottom,view,139,t5
8259,2385,2909,2024-07-27 11:19:35.452478,search,,purchase,233,t5
8260,3730,467,2024-08-09 08:16:35.452478,home,comments,add_to_cart,241,t5
8261,2717,6296,2024-07-14 22:36:35.452478,search,comments,add_to_cart,162,t5
8262,1215,413,2024-08-07 23:23:35.452478,cart,bottom,purchase,164,t5
8263,3810,1995,2024-07-24 19:32:35.452478,home,bottom,purchase,38,t3
8264,1063,799,2024-07-24 16:10:35.452478,category,comments,view,293,t5
8265,4718,6144,2024-07-15 01:55:35.452478,category,,add_to_cart,218,t5
8266,1547,9152,2024-08-09 01:57:35.452478,sale,,view,75,t4
8267,2704,9045,2024-07-26 17:10:35.452478,home,specification,add_to_cart,201,t5
8268,4076,1363,2024-08-09 13:37:35.452478,home,bottom,purchase,11,t2
8269,2579,5035,2024-07-21 18:40:35.452478,category,specification,view,73,t4
8270,1996,208,2024-07-23 12:52:35.452478,cart,comments,view,107,t4
8271,1529,6065,2024-08-01 07:37:35.452478,home,,purchase,65,t4
8272,477,9169,2024-07-27 23:40:35.452478,cart,specification,add_to_cart,274,t5
8273,1818,3096,2024-07-13 10:40:35.452478,category,bottom,view,86,t4
8274,1425,1259,2024-07-24 02:39:35.452478,sale,specification,view,213,t5
8275,3574,2988,2024-07-12 22:23:35.452478,home,specification,add_to_cart,16,t2
8276,4136,4502,2024-07-15 07:23:35.452478,sale,,purchase,3,t1
8277,3808,4215,2024-07-16 13:06:35.452478,home,comments,view,6,t1
8278,3337,5614,2024-07-28 13:57:35.452478,home,bottom,view,81,t4
8279,2709,3021,2024-07-25 09:35:35.452478,sale,comments,purchase,143,t5
8280,3984,5651,2024-07-21 16:06:35.452478,category,comments,add_to_cart,169,t5
8281,3776,392,2024-08-08 08:18:35.452478,category,bottom,view,223,t5
8282,4397,7082,2024-08-07 10:18:35.452478,sale,specification,add_to_cart,291,t5
8283,1723,8074,2024-08-02 08:27:35.452478,category,specification,add_to_cart,239,t5
8284,1432,706,2024-07-31 10:02:35.452478,category,comments,purchase,291,t5
8285,4227,9267,2024-07-21 08:42:35.452478,cart,specification,view,53,t3
8286,2595,3172,2024-07-29 17:23:35.453474,sale,,purchase,221,t5
8287,3631,3513,2024-08-08 15:20:35.453474,category,specification,purchase,208,t5
8288,4788,2534,2024-08-04 23:00:35.453474,search,comments,purchase,26,t3
8289,2092,2828,2024-07-12 05:04:35.453474,home,specification,purchase,193,t5
8290,1114,8722,2024-07-18 10:26:35.453474,sale,,view,192,t5
8291,24,661,2024-07-19 18:31:35.453474,search,bottom,purchase,206,t5
8292,3693,4464,2024-08-11 10:21:35.453474,category,specification,add_to_cart,299,t5
8293,1079,6779,2024-07-22 15:08:35.453474,category,bottom,view,180,t5
8294,577,1859,2024-07-26 01:21:35.453474,category,specification,view,134,t5
8295,315,6806,2024-08-02 01:32:35.453474,home,comments,purchase,93,t4
8296,788,4700,2024-08-07 03:37:35.453474,home,specification,view,80,t4
8297,4491,1554,2024-08-11 16:46:35.453474,home,bottom,add_to_cart,86,t4
8298,2392,1494,2024-07-24 11:08:35.453474,cart,bottom,add_to_cart,236,t5
8299,3607,5230,2024-07-18 11:17:35.453474,home,specification,purchase,211,t5
8300,4974,9666,2024-07-18 15:14:35.453474,sale,bottom,add_to_cart,35,t3
8301,913,1619,2024-07-23 00:46:35.453474,search,comments,view,169,t5
8302,3867,7862,2024-07-15 11:44:35.453474,sale,comments,add_to_cart,123,t5
8303,2986,5188,2024-07-25 07:05:35.453474,category,comments,add_to_cart,259,t5
8304,67,3687,2024-08-03 16:15:35.453474,search,,purchase,289,t5
8305,2733,3782,2024-08-09 12:23:35.453474,home,comments,add_to_cart,35,t3
8306,1819,967,2024-08-01 00:55:35.453474,category,specification,add_to_cart,13,t2
8307,1830,6645,2024-07-16 00:08:35.453474,search,bottom,add_to_cart,26,t3
8308,260,2987,2024-08-04 06:03:35.453474,category,,view,243,t5
8309,1230,7032,2024-07-20 15:16:35.453474,home,comments,add_to_cart,201,t5
8310,1385,3560,2024-07-12 06:33:35.453474,home,comments,view,198,t5
8311,3781,1186,2024-07-24 06:38:35.453474,cart,bottom,view,45,t3
8312,1606,549,2024-08-05 06:17:35.453474,home,comments,purchase,207,t5
8313,966,6680,2024-07-17 05:01:35.453474,category,comments,view,88,t4
8314,3632,3343,2024-08-11 08:22:35.453474,sale,bottom,view,267,t5
8315,4080,2936,2024-08-10 21:42:35.453474,sale,specification,add_to_cart,49,t3
8316,54,8137,2024-08-01 00:24:35.453474,search,comments,add_to_cart,124,t5
8317,931,4403,2024-07-17 19:24:35.453474,home,comments,purchase,269,t5
8318,4881,4094,2024-07-23 04:33:35.453474,home,,purchase,179,t5
8319,761,2645,2024-07-18 08:45:35.453474,home,,add_to_cart,299,t5
8320,455,9281,2024-08-02 16:57:35.453474,cart,specification,add_to_cart,212,t5
8321,2969,9554,2024-08-10 10:33:35.453474,search,specification,view,300,t5
8322,3294,9925,2024-07-31 04:10:35.453474,category,bottom,purchase,269,t5
8323,4482,6731,2024-07-12 21:30:35.453474,cart,specification,purchase,300,t5
8324,1369,1396,2024-07-30 23:54:35.453474,cart,bottom,purchase,229,t5
8325,528,1502,2024-07-31 23:20:35.453474,category,specification,view,179,t5
8326,3972,5877,2024-08-02 04:08:35.453474,search,bottom,view,294,t5
8327,3150,7070,2024-08-06 15:44:35.453474,sale,,purchase,161,t5
8328,4453,8290,2024-08-08 04:13:35.453474,category,,purchase,110,t4
8329,4425,290,2024-07-21 07:23:35.453474,sale,,add_to_cart,39,t3
8330,345,3764,2024-07-21 07:38:35.453474,cart,,add_to_cart,62,t4
8331,1118,462,2024-07-23 18:47:35.453474,search,,purchase,153,t5
8332,3627,5157,2024-07-24 00:55:35.453474,category,specification,view,211,t5
8333,4174,1762,2024-07-16 15:42:35.453474,home,bottom,view,110,t4
8334,2137,5344,2024-07-20 10:48:35.453474,search,bottom,view,64,t4
8335,649,4279,2024-07-31 22:47:35.453474,home,,view,9,t1
8336,1075,7227,2024-07-25 19:10:35.453474,category,specification,view,237,t5
8337,1398,7761,2024-08-10 02:20:35.453474,home,,view,45,t3
8338,971,4132,2024-07-22 04:26:35.453474,sale,specification,view,125,t5
8339,227,2775,2024-08-10 08:25:35.453474,home,,add_to_cart,207,t5
8340,3632,9363,2024-08-05 17:05:35.453474,category,specification,view,1,t1
8341,4949,2954,2024-07-17 15:01:35.453474,cart,bottom,add_to_cart,60,t3
8342,2360,1142,2024-07-27 08:33:35.453474,sale,specification,add_to_cart,181,t5
