OrderItemID,OrderID,ProductID,Price,Quantity,CustomerID,OrderDate,Count,TotalAmount,Status,RetailerID,Name,MainCategory,SubCategory,SKU,CreatedAt,Reviews,Ratings,CleanedReviews,Sentiment,neg,neu,pos,compound,Cluster
3824,3824,8321,10.79,1,4286,2024-08-02 05:43:35,1,10.79,Shipped,12,Boldfit Yoga Mats For Women yoga mat for men Exercise mat for home workout yoga mat for women gym mat Anti Slip Yoga mat W...,home & kitchen,All Home & Kitchen,SKU8101,2024-08-11 16:50:34.134465,,,,,,,,,
3825,3825,1961,47.99,1,866,2024-07-26 05:42:35,1,47.99,Shipped,51,Avantika Fashion Women's Adorable Kanjivaram Soft Silk Saree With Blouse Piece,women's clothing,Ethnic Wear,SKU5514,2024-08-11 16:34:22.672660,,,,,,,,,
3826,3826,8792,2.22,1,892,2024-07-30 03:42:35,1,2.22,In Transit,16,RESIL VISTA Max Cut & Glaze,car & motorbike,Car & Bike Care,SKU5535,2024-08-11 16:51:22.091831,,,,,,,,,
3827,3827,936,25.19,1,2231,2024-07-12 05:07:35,1,25.19,In Transit,69,Fulkari Women's Genuine Soft Leather Casual Jutis | Bite and Pinch Free Juttis | Punjabi Jutti | Girl's Office Flat Ladies...,women's shoes,Shoes,SKU7031,2024-08-11 16:30:33.335628,,,,,,,,,
3828,3828,3753,1.19,1,657,2024-07-12 00:35:35,1,1.19,In Transit,7,OhhSome [500Gm] Polished White & Black Mix Round Shaded Marbles Aquarium Pebbles For Vase Fillers Gems Stone Table Scatter...,pet supplies,All Pet Supplies,SKU4691,2024-08-11 16:38:04.101102,,,,,,,,,
3829,3829,2152,11.99,1,657,2024-08-09 19:51:35,1,11.99,Shipped,74,IONIX Stainless stell top Kitchen scale  Weight Machine for Kitchen  Kitchen Weighing Scale  Weight Machine for Shop  Scal...,home & kitchen,All Home & Kitchen,SKU3980,2024-08-11 16:35:03.206652,,,,,,,,,
3830,3830,2696,53.99,1,2690,2024-07-21 18:56:35,1,53.99,Delivered,65,iGRiD 3 in 1 women Epilator Shaver Callus remover | Rechargeable | Three Interchangeable Heads | Epilator | Shaver | Callu...,beauty & health,Personal Care Appliances,SKU7597,2024-08-11 16:35:59.001021,"I was really disappointed with the iGRiD 3 in 1 women Epilator Shaver Callus remover | Rechargeable | Three Interchangeable Heads | Epilator | Shaver | Callu.... The quality was poor, and it didn't meet any of my expectations. I wouldn't recommend it to anyone.",2.0,really disappointed igrid woman epilator shaver callus remover rechargeable three interchangeable head epilator shaver callu quality poor didnt meet expectation wouldnt recommend anyone,"{'neg': 0.301, 'neu': 0.699, 'pos': 0.0, 'compound': -0.8226}",0.301,0.699,0.0,-0.8226,0.0
3831,3831,387,14.4,1,2171,2024-08-03 09:51:35,1,14.4,Shipped,7,BFC VITAMIN B1 Powder - 25gm (THIAMINE HYDROCHLORIDE) CAS No. 67-03-8,industrial supplies,Lab & Scientific,SKU8646,2024-08-11 16:28:54.688337,,,,,,,,,
3832,3832,5010,204.75,1,4823,2024-07-17 19:55:35,1,204.75,In Transit,96,Calvin Klein Lilly Novelty Backpack Grey Combo One Size,bags & luggage,Backpacks,SKU8631,2024-08-11 16:40:43.489099,,,,,,,,,
3833,3833,8948,59.99,1,4823,2024-07-17 04:23:35,1,59.99,Shipped,46,Puma Unisex Adult Softride Cruise Peacoat White Running Shoes-12 Kids UK (37616702),men's shoes,Sports Shoes,SKU5671,2024-08-11 16:51:39.699478,,,,,,,,,
3834,3834,2601,99.48,1,4823,2024-08-09 13:31:35,1,99.48,Delivered,87,JACK MARTIN JM 333 | Multimedia Bluetooth Home Theatre Audio Speaker | SD Card  USB  AUX  FM & Remote Control (2.1 Channe...,tv  audio & cameras,Home Audio & Theater,SKU5849,2024-08-11 16:35:34.989959,"Had a great experience with the JACK MARTIN JM 333 | Multimedia Bluetooth Home Theatre Audio Speaker | SD Card  USB  AUX  FM & Remote Control (2.1 Channe..., from ordering to delivery, and the product quality is superb. I'm very happy and would highly recommend it!",4.0,great experience jack martin jm multimedia bluetooth home theatre audio speaker sd card usb aux fm remote control channe ordering delivery product quality superb im happy would highly recommend,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.9402}",0.0,0.63,0.37,0.9402,2.0
3835,3835,1424,59.99,1,4823,2024-07-27 15:38:35,1,59.99,In Transit,27,Tzowla Laptop Backpack for Women  Carry on Backpack  Durable Water Resistant  Light Weight  Reinforced Edges and Steel Fra...,bags & luggage,Backpacks,SKU1931,2024-08-11 16:32:33.333148,,,,,,,,,
3836,3836,6982,19.19,1,288,2024-07-15 03:34:35,1,19.19,Delivered,33,Burts Bees Baby Chlorine-Free Wipes  72 Count (Pack of 1) - Packaging May Vary,toys & baby products,Diapers,SKU3360,2024-08-11 16:47:22.287669,"To be honest, the Burts Bees Baby Chlorine-Free Wipes  72 Count (Pack of 1) - Packaging May Vary is just alright. It’s not terrible, but there’s room for improvement. I wouldn't say it’s great, but it’s not awful either.",3.0,honest burt bee baby chlorinefree wipe count pack packaging may vary alright terrible there room improvement wouldnt say great awful either,"{'neg': 0.199, 'neu': 0.466, 'pos': 0.335, 'compound': 0.5245}",0.199,0.466,0.335,0.5245,0.0
3837,3837,614,17.99,1,288,2024-08-07 23:33:35,1,17.99,Delivered,17,ROSEVELT Sit-Up Bar With Foam Handle and Rubber Suction Seat Up Fitness Equipment Sit-ups and Push-ups Assistant Device Fo...,sports & fitness,All Exercise & Fitness,SKU1768,2024-08-11 16:29:32.692408,"The ROSEVELT Sit-Up Bar With Foam Handle and Rubber Suction Seat Up Fitness Equipment Sit-ups and Push-ups Assistant Device Fo... is fine for everyday use. It's not exceptional, but it gets the job done. I don't feel strongly about it either way.",3.0,rosevelt situp bar foam handle rubber suction seat fitness equipment situps pushup assistant device fo fine everyday use exceptional get job done dont feel strongly either way,"{'neg': 0.061, 'neu': 0.808, 'pos': 0.131, 'compound': 0.27}",0.061,0.808,0.131,0.27,3.0
3838,3838,4338,53.94,1,3566,2024-07-29 14:33:35,1,53.94,Delivered,37,crocs Unisex-Adult 205089-4cc Clog,men's shoes,Casual Shoes,SKU3222,2024-08-11 16:39:29.578920,"The crocs Unisex-Adult 205089-4cc Clog is okay. It does the job but doesn't stand out in any particular way. I'm not sure if I would purchase it again, but it serves its purpose.",3.0,crocs unisexadult cc clog okay job doesnt stand particular way im sure would purchase serf purpose,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4939}",0.0,0.769,0.231,0.4939,2.0
3839,3839,2176,10.79,1,3566,2024-07-21 01:36:35,1,10.79,Shipped,97,Cloth Theory Girl's Regular Track Pants,sports & fitness,Football,SKU7586,2024-08-11 16:35:04.951745,,,,,,,,,
3840,3840,3734,29.99,1,601,2024-07-26 09:42:35,1,29.99,Shipped,77,I KALL IK201 Speaker System (2.1  BT/USB/AUX/FM Connectivity) (Black),tv  audio & cameras,Speakers,SKU2096,2024-08-11 16:38:02.797593,,,,,,,,,
3841,3841,1157,8.39,1,601,2024-08-07 23:11:35,1,8.39,In Transit,3,Gear Guard Compatible with Hyundai Grand i10 Nios Car Accessories Touch Screen Guard (Company Fitted) - Clear,car & motorbike,All Car & Motorbike Products,SKU8662,2024-08-11 16:31:43.570217,,,,,,,,,
3842,3842,3734,29.99,1,2526,2024-07-15 04:54:35,1,29.99,Shipped,77,I KALL IK201 Speaker System (2.1  BT/USB/AUX/FM Connectivity) (Black),tv  audio & cameras,Speakers,SKU2096,2024-08-11 16:38:02.797593,,,,,,,,,
3843,3843,3406,23.99,1,2071,2024-08-05 04:33:35,1,23.99,Delivered,46,CREEK Rectanglular Sunglasses for Women Retro Driving Sunglasses Vintage Fashion Narrow Square Frame UV400 Protection,women's clothing,Clothing,SKU5137,2024-08-11 16:37:18.222818,I’m really unhappy with the CREEK Rectanglular Sunglasses for Women Retro Driving Sunglasses Vintage Fashion Narrow Square Frame UV400 Protection. It didn’t work as advertised and had multiple issues. Save your money and look for something else.,2.0,im really unhappy creek rectanglular sunglass woman retro driving sunglass vintage fashion narrow square frame uv protection didnt work advertised multiple issue save money look something else,"{'neg': 0.099, 'neu': 0.799, 'pos': 0.102, 'compound': 0.0276}",0.099,0.799,0.102,0.0276,4.0
3844,3844,6715,35.99,1,2289,2024-07-21 11:26:35,1,35.99,Delivered,84,BSB HOME® 2nd Gen 220 GSM Microfiber Reversible AC Comforter/Blanket for Winter/Quilt/Duvets for King Size Double Bed (230...,home & kitchen,Bedroom Linen,SKU9810,2024-08-11 16:46:34.435740,"The BSB HOME® 2nd Gen 220 GSM Microfiber Reversible AC Comforter/Blanket for Winter/Quilt/Duvets for King Size Double Bed (230... is average. Not too bad, but also nothing extraordinary. It's functional, but I’m not overly excited about it.",3.0,bsb home nd gen gsm microfiber reversible ac comforterblanket winterquiltduvets king size double bed average bad also nothing extraordinary functional im overly excited,"{'neg': 0.13, 'neu': 0.781, 'pos': 0.089, 'compound': -0.2732}",0.13,0.781,0.089,-0.2732,2.0
3845,3845,3226,131.99,1,2289,2024-07-15 01:55:35,1,131.99,Delivered,22,Tommy Hilfiger Chronograph Analog Watch For Men - NCAK3344TPRG,accessories,Watches,SKU1633,2024-08-11 16:36:57.772332,The Tommy Hilfiger Chronograph Analog Watch For Men - NCAK3344TPRG was overpriced and didn’t live up to the hype. I found it frustrating to use and wouldn't recommend it at all.,1.0,tommy hilfiger chronograph analog watch men ncaktprg overpriced didnt live hype found frustrating use wouldnt recommend,"{'neg': 0.264, 'neu': 0.736, 'pos': 0.0, 'compound': -0.6136}",0.264,0.736,0.0,-0.6136,0.0
3846,3846,9246,2.1,1,2289,2024-07-23 10:32:35,1,2.1,In Transit,1,Funskool Plastic Stacking Multicolored Cubes  Blocks With Alphabet  Helps To Sort  Stack And Nest  12 Months & Above  Infa...,toys & baby products,Toys Gifting Store,SKU7471,2024-08-11 16:52:20.940080,,,,,,,,,
3847,3847,8803,58.16,1,4584,2024-07-19 21:21:35,1,58.16,Delivered,44,Zometool Basic Creator Kit  Multi Color,toys & baby products,International Toy Store,SKU6662,2024-08-11 16:51:22.852798,I’m really unhappy with the Zometool Basic Creator Kit  Multi Color. It didn’t work as advertised and had multiple issues. Save your money and look for something else.,2.0,im really unhappy zometool basic creator kit multi color didnt work advertised multiple issue save money look something else,"{'neg': 0.133, 'neu': 0.73, 'pos': 0.137, 'compound': 0.0276}",0.133,0.73,0.137,0.0276,4.0
3848,3848,7190,19.19,1,4571,2024-08-08 15:24:35,1,19.19,In Transit,5,Stylistico Georgette Smocked Square Neck Crop Top for Women's,women's clothing,Clothing,SKU4309,2024-08-11 16:47:51.886760,,,,,,,,,
3849,3849,2709,8.4,1,3961,2024-08-07 02:01:35,1,8.4,Delivered,18,Nongi Combo Pack of 20 Shuttlecocks 550XL(10 Multicolor Feather)  200 Plus(10 White Plastic) for Outdoor Indoor Sports,sports & fitness,Badminton,SKU8051,2024-08-11 16:36:00.972410,"The Nongi Combo Pack of 20 Shuttlecocks 550XL(10 Multicolor Feather)  200 Plus(10 White Plastic) for Outdoor Indoor Sports is fine for everyday use. It's not exceptional, but it gets the job done. I don't feel strongly about it either way.",3.0,nongi combo pack shuttlecock xl multicolor feather plus white plastic outdoor indoor sport fine everyday use exceptional get job done dont feel strongly either way,"{'neg': 0.068, 'neu': 0.864, 'pos': 0.068, 'compound': -0.0036}",0.068,0.864,0.068,-0.0036,3.0
3850,3850,9610,8.38,1,4697,2024-07-15 09:22:35,1,8.38,Delivered,25,Jockey Men Square Neck Sleeveless Racer Back Vest - Pack of 2 (#US26_Black_Medium),men's clothing,Innerwear,SKU6556,2024-08-11 16:52:55.631652,"The Jockey Men Square Neck Sleeveless Racer Back Vest - Pack of 2 (#US26_Black_Medium) is average. Not too bad, but also nothing extraordinary. It's functional, but I’m not overly excited about it.",3.0,jockey men square neck sleeveless racer back vest pack usblackmedium average bad also nothing extraordinary functional im overly excited,"{'neg': 0.153, 'neu': 0.742, 'pos': 0.105, 'compound': -0.2732}",0.153,0.742,0.105,-0.2732,2.0
3851,3851,5571,11.86,1,2215,2024-07-21 18:43:35,1,11.86,Shipped,72,NEUTRON Fashionable Analog Black and Rose Gold Color Dial Girls Watch - GM376-GM223 (Pack of 2),accessories,Watches,SKU5251,2024-08-11 16:42:56.963841,,,,,,,,,
3852,3852,8539,7.19,1,4445,2024-07-24 12:18:35,1,7.19,In Transit,47,BLACK KING Dial Black Rubber Belt Analogue MT Watch for Men's and Boy's Pack of - 1,accessories,Watches,SKU8909,2024-08-11 16:50:50.145727,,,,,,,,,
3853,3853,819,84.16,1,4445,2024-07-17 00:28:35,1,84.16,Shipped,66,OVPPH Portablel Air Conditioner  Desk Portable Air Conditioner Fan  Mini Air Conditioner with Remote Control  Misting White,appliances,Air Conditioners,SKU8630,2024-08-11 16:30:04.162722,,,,,,,,,
3854,3854,8539,7.19,1,34,2024-07-15 17:30:35,1,7.19,Delivered,47,BLACK KING Dial Black Rubber Belt Analogue MT Watch for Men's and Boy's Pack of - 1,accessories,Watches,SKU8909,2024-08-11 16:50:50.145727,"I have mixed feelings about the BLACK KING Dial Black Rubber Belt Analogue MT Watch for Men's and Boy's Pack of - 1. It's decent for the price, but there are some things that could be improved. It works fine, though.",3.0,mixed feeling black king dial black rubber belt analogue mt watch men boy pack decent price thing could improved work fine though,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.6597}",0.0,0.748,0.252,0.6597,4.0
3855,3855,6036,9.6,1,2694,2024-07-19 11:57:35,1,9.6,Shipped,59,Teri Beri Baby's Cotton Cloth Diapers/Langot Washable and Reusable Nappies (Multicolour  0-3 Months) Pack of 12,toys & baby products,Diapers,SKU8167,2024-08-11 16:44:11.748801,,,,,,,,,
3856,3856,1065,11.99,1,1018,2024-08-07 20:53:35,1,11.99,In Transit,43,XORB Flip Covers for OnePlus 10R 5G | Inner TPU | Foldable Stand | Wallet Card Slots (Dual Tone Gold Black),car & motorbike,Car Electronics,SKU1250,2024-08-11 16:31:34.852752,,,,,,,,,
3857,3857,4281,5.39,1,1018,2024-07-29 04:44:35,1,5.39,In Transit,50,Sanaa Creations Mens Style Stainless Steel Silver Plated Ring for Men and Boys New Year Offer for Men & Boys,accessories,Jewellery,SKU6089,2024-08-11 16:39:26.136126,,,,,,,,,
3858,3858,7542,4.19,1,2038,2024-07-30 15:47:35,1,4.19,Shipped,71,10W to 65W Type-C USB Cable for Xiaomi Poco X2 / X 2 USB Cable Original Like Charger Cable | Quick  Dash  Warp  Dart  Flas...,tv  audio & cameras,Home Entertainment Systems,SKU2419,2024-08-11 16:49:03.916481,,,,,,,,,
3859,3859,3876,14.87,1,609,2024-07-15 04:06:35,1,14.87,Delivered,78,Kuber Industries Canvas 55 cms Black Travel Duffle (TR8809),bags & luggage,Travel Duffles,SKU2119,2024-08-11 16:38:34.369051,The Kuber Industries Canvas 55 cms Black Travel Duffle (TR8809) was overpriced and didn’t live up to the hype. I found it frustrating to use and wouldn't recommend it at all.,2.0,kuber industry canvas cm black travel duffle tr overpriced didnt live hype found frustrating use wouldnt recommend,"{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.6136}",0.25,0.75,0.0,-0.6136,0.0
3860,3860,6675,23.99,1,3680,2024-07-26 07:46:35,1,23.99,Delivered,17,DHYANEXA Powerful Rechargeable 1.5 Watts Table Fan with 21 SMD LED Light  Table Fan for Home  Table Fans  Table Fan for Of...,appliances,Heating & Cooling Appliances,SKU6877,2024-08-11 16:46:20.199603,"The DHYANEXA Powerful Rechargeable 1.5 Watts Table Fan with 21 SMD LED Light  Table Fan for Home  Table Fans  Table Fan for Of... is okay. It does the job but doesn't stand out in any particular way. I'm not sure if I would purchase it again, but it serves its purpose.",3.0,dhyanexa powerful rechargeable watt table fan smd led light table fan home table fan table fan okay job doesnt stand particular way im sure would purchase serf purpose,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.9217}",0.0,0.565,0.435,0.9217,2.0
3861,3861,494,125.94,1,3680,2024-07-30 06:04:35,1,125.94,Delivered,16,Casio Edifice Chronograph Blue Dial Men's Watch - EFR-552GL-2AVUDF(EX358),stores,Amazon Fashion,SKU9679,2024-08-11 16:29:19.262868,"Very satisfied with the Casio Edifice Chronograph Blue Dial Men's Watch - EFR-552GL-2AVUDF(EX358). It exceeded my expectations in every way. High quality and durable, I’m extremely pleased with the performance!",5.0,satisfied casio edifice chronograph blue dial men watch efrglavudfex exceeded expectation every way high quality durable im extremely pleased performance,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.7178}",0.0,0.75,0.25,0.7178,2.0
3862,3862,6675,23.99,1,4108,2024-07-22 21:39:35,1,23.99,In Transit,17,DHYANEXA Powerful Rechargeable 1.5 Watts Table Fan with 21 SMD LED Light  Table Fan for Home  Table Fans  Table Fan for Of...,appliances,Heating & Cooling Appliances,SKU6877,2024-08-11 16:46:20.199603,,,,,,,,,
3863,3863,9655,9.59,1,2630,2024-07-23 04:49:35,1,9.59,In Transit,23,TWIN SEVEN® Silicon Toilet Brush with Slim Holder Flex Toilet Brush Anti-drip Set Western Toilet Brush for Cleaning  Long ...,industrial supplies,Janitorial & Sanitation Supplies,SKU7898,2024-08-11 16:53:11.253587,,,,,,,,,
3864,3864,9655,9.59,1,825,2024-07-18 05:41:35,1,9.59,In Transit,23,TWIN SEVEN® Silicon Toilet Brush with Slim Holder Flex Toilet Brush Anti-drip Set Western Toilet Brush for Cleaning  Long ...,industrial supplies,Janitorial & Sanitation Supplies,SKU7898,2024-08-11 16:53:11.253587,,,,,,,,,
3865,3865,3519,5.39,1,825,2024-08-11 12:36:35,1,5.39,In Transit,43,MAI SOLI Unisex Solid Genuine Leather Key Chain | Key Ring with Metal & Leather finish for Cars & Bikes - Brown,accessories,Bags & Luggage,SKU1338,2024-08-11 16:37:33.181415,,,,,,,,,
3866,3866,3946,38.43,1,3340,2024-08-09 08:23:35,1,38.43,In Transit,19,Disney Women's TK2020 Tinkerbell Silver Sunray Dial Two-Tone Bracelet Watch,accessories,Watches,SKU4488,2024-08-11 16:38:46.386193,,,,,,,,,
3867,3867,1554,26.4,1,1402,2024-08-04 23:36:35,1,26.4,Shipped,45,Lucky Tech® Transformer 5 Ampere Multi Output Voltage 30-0-30 and 24-0-24 5 Ampere  12-0-12 1 Ampere Ideal for 7294 IC Boa...,car & motorbike,Car & Bike Care,SKU8669,2024-08-11 16:32:43.285862,,,,,,,,,
3868,3868,8415,2.04,1,2127,2024-07-16 11:36:35,1,2.04,Delivered,74,LIPKA Royal Pillar Cock Faucet | PTMT Water Tap | Ivory Color |,industrial supplies,Janitorial & Sanitation Supplies,SKU3606,2024-08-11 16:50:41.563273,"I absolutely loved the LIPKA Royal Pillar Cock Faucet | PTMT Water Tap | Ivory Color |, it was even better than I expected. The quality is top-notch, and it's very well-made. Definitely worth every penny!",4.0,absolutely loved lipka royal pillar cock faucet ptmt water tap ivory color even better expected quality topnotch wellmade definitely worth every penny,"{'neg': 0.053, 'neu': 0.561, 'pos': 0.386, 'compound': 0.8777}",0.053,0.561,0.386,0.8777,1.0
3869,3869,3979,168.0,1,1376,2024-08-02 13:44:35,1,168.0,In Transit,93,Whirlpool 7 KG 5 Star  Supersoak Technology Semi Automatic Top Load Washing Machine (ACE 7.0 SUPREME PRO (CORAL RED)),appliances,Washing Machines,SKU9752,2024-08-11 16:38:54.845857,,,,,,,,,
3870,3870,2862,438.0,1,1376,2024-07-20 07:50:35,1,438.0,Shipped,71,Viva Fitness Magnetic Exercise Bike,sports & fitness,Cardio Equipment,SKU2170,2024-08-11 16:36:10.684205,,,,,,,,,
3871,3871,5213,10.79,1,1904,2024-07-26 00:52:35,1,10.79,Delivered,92,A1 UNIQUE Women's Cotton Milan. Mold Lightly Padded Bra (Pack of 3).,women's clothing,Lingerie & Nightwear,SKU8129,2024-08-11 16:41:26.398212,"The A1 UNIQUE Women's Cotton Milan. Mold Lightly Padded Bra (Pack of 3). is fine for everyday use. It's not exceptional, but it gets the job done. I don't feel strongly about it either way.",3.0,unique womens cotton milan mold lightly padded bra pack fine everyday use exceptional get job done dont feel strongly either way,"{'neg': 0.08, 'neu': 0.84, 'pos': 0.08, 'compound': -0.0036}",0.08,0.84,0.08,-0.0036,3.0
3872,3872,9472,17.99,1,1904,2024-08-11 02:47:35,1,17.99,In Transit,80,Speed Shoes for Mens/Shoes for Mens/Mens Running Shoes/Mens Shoes,men's shoes,Sports Shoes,SKU7280,2024-08-11 16:52:37.880079,,,,,,,,,
3873,3873,9869,35.99,1,1406,2024-08-02 17:18:35,1,35.99,Shipped,29,FOSHIO Vehicle Vinyl Wrap Flexible Curve Slot Magnetic Stick Squeegee Tool Kit Include 3 Different Hardness Wrap Squeegee ...,industrial supplies,Janitorial & Sanitation Supplies,SKU5771,2024-08-11 16:53:50.504001,,,,,,,,,
3874,3874,9869,35.99,1,1377,2024-07-22 11:21:35,1,35.99,In Transit,29,FOSHIO Vehicle Vinyl Wrap Flexible Curve Slot Magnetic Stick Squeegee Tool Kit Include 3 Different Hardness Wrap Squeegee ...,industrial supplies,Janitorial & Sanitation Supplies,SKU5771,2024-08-11 16:53:50.504001,,,,,,,,,
3875,3875,2865,9.3,1,1377,2024-07-15 13:34:35,1,9.3,Delivered,10,Sonata Essentials Analog Silver Dial Men's Watch NM77082SL01W/NN77082SL01W,stores,Men's Fashion,SKU2570,2024-08-11 16:36:11.119039,The Sonata Essentials Analog Silver Dial Men's Watch NM77082SL01W/NN77082SL01W is fantastic! It fits perfectly and performs as promised. I couldn’t be happier with my purchase and will recommend it to my friends.,5.0,sonata essential analog silver dial men watch nmslwnnslw fantastic fit perfectly performs promised couldnt happier purchase recommend friend,"{'neg': 0.153, 'neu': 0.345, 'pos': 0.502, 'compound': 0.9025}",0.153,0.345,0.502,0.9025,0.0
3876,3876,6706,576.0,1,1026,2024-08-02 11:26:35,1,576.0,In Transit,47,GAMMA FITNESS Half Power Squat Rack PR-91 with LATS Pull Down and Rowing,sports & fitness,All Exercise & Fitness,SKU3146,2024-08-11 16:46:33.310703,,,,,,,,,
3877,3877,6479,3.21,1,1026,2024-07-25 16:24:35,1,3.21,In Transit,27,Hershey's Bar - Rakhi Gift Pack Hershey's Bar - Rakhi Gift (Milk Bar 100 gm & Cookies & Crème  100 gm + Rakhi )  2 x 100,grocery & gourmet foods,Snack Foods,SKU5505,2024-08-11 16:45:45.676728,,,,,,,,,
3878,3878,1285,455.88,1,1270,2024-07-23 07:40:35,1,455.88,Shipped,11,LG 8.0 Kg Inverter Fully-Automatic Top Loading Washing Machine (T80SJSF1Z  Middle Free Silver),appliances,Washing Machines,SKU6496,2024-08-11 16:31:55.356277,,,,,,,,,
3879,3879,1285,455.88,1,1807,2024-07-17 17:05:35,1,455.88,Delivered,11,LG 8.0 Kg Inverter Fully-Automatic Top Loading Washing Machine (T80SJSF1Z  Middle Free Silver),appliances,Washing Machines,SKU6496,2024-08-11 16:31:55.356277,"The LG 8.0 Kg Inverter Fully-Automatic Top Loading Washing Machine (T80SJSF1Z  Middle Free Silver) broke after only a few uses. I expected much better quality, and this product didn’t deliver. I wouldn't purchase this again.",1.0,lg kg inverter fullyautomatic top loading washing machine tsjsfz middle free silver broke us expected much better quality product didnt deliver wouldnt purchase,"{'neg': 0.094, 'neu': 0.638, 'pos': 0.268, 'compound': 0.6369}",0.094,0.638,0.268,0.6369,1.0
3880,3880,7455,5.99,1,1807,2024-07-25 11:48:35,1,5.99,Shipped,95,the first lab spherometer double disc brass nickel coating measuring instrument device for students ad optics shops pack of 1,industrial supplies,Lab & Scientific,SKU2637,2024-08-11 16:48:27.382277,,,,,,,,,
3881,3881,8048,13663.84,1,3743,2024-07-14 12:22:35,1,13663.84,In Transit,51,Fitline Chest  Triceps  Back  Shoulder  Biceps  Triceps  Core and Legs-Quads  Hamstring  Glutes  Abs and Calf Smith Machin...,sports & fitness,Cardio Equipment,SKU7463,2024-08-11 16:50:06.609726,,,,,,,,,
3882,3882,4074,8.03,1,3743,2024-07-15 20:14:35,1,8.03,Delivered,22,Pom Pom Sweethearts Washable Reusable Cotton Terylene U Shape Lace Nappy Langot For New Born Baby - Pack of 5(Animal Face ...,toys & baby products,Diapers,SKU5262,2024-08-11 16:39:00.057524,"I was really disappointed with the Pom Pom Sweethearts Washable Reusable Cotton Terylene U Shape Lace Nappy Langot For New Born Baby - Pack of 5(Animal Face .... The quality was poor, and it didn't meet any of my expectations. I wouldn't recommend it to anyone.",1.0,really disappointed pom pom sweetheart washable reusable cotton terylene u shape lace nappy langot new born baby pack animal face quality poor didnt meet expectation wouldnt recommend anyone,"{'neg': 0.24, 'neu': 0.641, 'pos': 0.12, 'compound': -0.5111}",0.24,0.641,0.12,-0.5111,0.0
3883,3883,450,15.2,1,2951,2024-07-12 01:42:35,1,15.2,Delivered,88,Core Skills Reading Comprehension  Grade 3,kids' fashion,Kids' Clothing,SKU4937,2024-08-11 16:29:03.522658,"The Core Skills Reading Comprehension  Grade 3 is average. Not too bad, but also nothing extraordinary. It's functional, but I’m not overly excited about it.",3.0,core skill reading comprehension grade average bad also nothing extraordinary functional im overly excited,"{'neg': 0.196, 'neu': 0.67, 'pos': 0.134, 'compound': -0.2732}",0.196,0.67,0.134,-0.2732,2.0
3884,3884,4339,90.0,1,4269,2024-08-01 16:26:35,1,90.0,Delivered,17,BIBA Women's,women's clothing,Ethnic Wear,SKU3578,2024-08-11 16:39:29.805315,"I have mixed feelings about the BIBA Women's. It's decent for the price, but there are some things that could be improved. It works fine, though.",3.0,mixed feeling biba womens decent price thing could improved work fine though,"{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.6597}",0.0,0.584,0.416,0.6597,4.0
3885,3885,1298,23.99,1,3019,2024-07-14 15:20:35,1,23.99,Shipped,7,PKST Photography Mobile Holder Tripod 3110 Tripod Stand for Vlogging  Video Shooting Compatible with All Mobile Phones (31...,tv  audio & cameras,Camera Accessories,SKU8268,2024-08-11 16:31:56.636641,,,,,,,,,
3886,3886,9180,25.2,1,3019,2024-07-19 16:13:35,1,25.2,Delivered,3,Wonderchef Granite Non-Stick Dosa Tawa  Induction Bottom  Soft-Touch Handles  Virgin Grade Aluminium  PFOA/Heavy Metals Fr...,home & kitchen,All Home & Kitchen,SKU4787,2024-08-11 16:52:16.687465,"I have mixed feelings about the Wonderchef Granite Non-Stick Dosa Tawa  Induction Bottom  Soft-Touch Handles  Virgin Grade Aluminium  PFOA/Heavy Metals Fr.... It's decent for the price, but there are some things that could be improved. It works fine, though.",3.0,mixed feeling wonderchef granite nonstick dosa tawa induction bottom softtouch handle virgin grade aluminium pfoaheavy metal fr decent price thing could improved work fine though,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.6597}",0.0,0.775,0.225,0.6597,4.0
3887,3887,6411,4.79,1,831,2024-07-15 03:35:35,1,4.79,In Transit,23,ClubComfort Matte Me Ultra Smooth Liquid Lipstick (Maroon) 6 ML,beauty & health,Make-up,SKU4445,2024-08-11 16:45:40.189880,,,,,,,,,
3888,3888,1176,329.94,1,831,2024-07-26 17:36:35,1,329.94,In Transit,62,Morphy Richards Digichef Customized Auto Cook Modes 59 Pre-Set Menus Stainless Steel Body Oven Toaster Griller RCSS - 48 L...,appliances,Kitchen & Home Appliances,SKU6736,2024-08-11 16:31:45.646249,,,,,,,,,
